stop_id,mode,stop_name,canonical_name,direction_code,aliases,match_status,matched_activity_id,longitude,latitude,activity_observed_at,evidence_count,match_as_of
bus-kantor-kal-sukoharjo-d97d4a8e,bus,Kantor Kal. Sukoharjo,kantor kal sukoharjo,,Kantor Kal. Sukoharjo,review_fuzzy,,,,,0,2026-09-12
bus-kantor-kal-sukoharjo-n-6df8a6f4,bus,Kantor Kal. Sukoharjo (U),kantor kal sukoharjo,N,Kantor Kal. Sukoharjo (U),review_fuzzy,,,,,0,2026-09-12
bus-kantor-kal-sukoharjo-s-ae499464,bus,Kantor Kal. Sukoharjo (S),kantor kal sukoharjo,S,Kantor Kal. Sukoharjo (S),review_fuzzy,,,,,0,2026-09-12
bus-kantor-kal-wedomartani-e-69397429,bus,Kantor Kal. Wedomartani (T),kantor kal wedomartani,E,Kantor Kal. Wedomartani (T),unmatched,,,,,0,2026-09-12
bus-kantor-kal-wedomartani-w-b2444079,bus,Kantor Kal. Wedomartani (B),kantor kal wedomartani,W,Kantor Kal. Wedomartani (B),unmatched,,,,,0,2026-09-12
bus-kantor-kap-godean-n-0acc0655,bus,Kantor Kap. Godean (U),kantor kap godean,N,Kantor Kap. Godean (U),review_fuzzy,,,,,0,2026-09-12
bus-kantor-kap-godean-s-c356edd6,bus,Kantor Kap. Godean (S),kantor kap godean,S,Kantor Kap. Godean (S),review_fuzzy,,,,,0,2026-09-12
bus-kantor-kap-ngaglik-w-0025595c,bus,Kantor Kap. Ngaglik (B),kantor kap ngaglik,W,Kantor Kap. Ngaglik (B),review_fuzzy,,,,,0,2026-09-12
bus-kantor-kapanewon-bantul-cdd6be86,bus,Kantor Kapanewon Bantul,kantor kapanewon bantul,,Kantor Kapanewon Bantul,review_fuzzy,,,,,0,2026-09-12
bus-kantor-kecamatan-godean-c51005b9,bus,Kantor Kecamatan Godean,kantor kecamatan godean,,Kantor Kecamatan Godean,unmatched,,,,,0,2026-09-12
bus-kantor-kecamatan-godean-halte-2-b731f16c,bus,Kantor Kecamatan Godean (Halte 2),kantor kecamatan godean halte 2,,Kantor Kecamatan Godean (Halte 2),unmatched,,,,,0,2026-09-12
bus-kantor-kelurahan-pendowoharjo-0862e377,bus,Kantor Kelurahan Pendowoharjo,kantor kelurahan pendowoharjo,,Kantor Kelurahan Pendowoharjo,review_fuzzy,,,,,0,2026-09-12
bus-kantor-kesehatan-pelabuhan-yogya-46efdf82,bus,Kantor Kesehatan Pelabuhan Yogya,kantor kesehatan pelabuhan yogya,,Kantor Kesehatan Pelabuhan Yogya,unmatched,,,,,0,2026-09-12
bus-kantor-pos-demak-ijo-2-8eeba9b2,bus,Kantor Pos Demak Ijo 2,kantor pos demak ijo 2,,Kantor Pos Demak Ijo 2,unmatched,,,,,0,2026-09-12
bus-kantor-pos-demak-ijo-9a532390,bus,Kantor Pos Demak Ijo,kantor pos demak ijo,,Kantor Pos Demak Ijo,unmatched,,,,,0,2026-09-12
bus-kantor-pos-demak-ijo-n-94aec63b,bus,Kantor Pos Demak Ijo (U),kantor pos demak ijo,N,Kantor Pos Demak Ijo (U),unmatched,,,,,0,2026-09-12
bus-kantor-pos-demak-ijo-s-7564089a,bus,Kantor Pos Demak Ijo (S),kantor pos demak ijo,S,Kantor Pos Demak Ijo (S),unmatched,,,,,0,2026-09-12
bus-kantor-urusan-agama-depok-6e09f175,bus,Kantor Urusan Agama Depok,kantor urusan agama depok,,Kantor Urusan Agama Depok,unmatched,,,,,0,2026-09-12
bus-kantor-urusan-agama-depok-halte-2-d63f74be,bus,Kantor Urusan Agama Depok (Halte 2),kantor urusan agama depok halte 2,,Kantor Urusan Agama Depok (Halte 2),unmatched,,,,,0,2026-09-12
bus-kantor-wilayah-djpb-f617b1d2,bus,Kantor Wilayah DJPb,kantor wilayah djpb,,Kantor Wilayah DJPb,unmatched,,,,,0,2026-09-12
bus-karanggede-044ebf69,bus,Halte Karanggede,karanggede,,Halte Karanggede,unmatched,,,,,0,2026-09-12
bus-karangjati-e-18a90a3c,bus,Karangjati (Timur),karangjati,E,Karangjati (Timur),review_fuzzy,,,,,0,2026-09-12
bus-karangjati-w-693f50d8,bus,Karangjati (Barat),karangjati,W,Karangjati (Barat),review_fuzzy,,,,,0,2026-09-12
bus-karangwaru-e-d57a2b75,bus,Karangwaru (T),karangwaru,E,Karangwaru (T) | Karangwaru (Timur),review_fuzzy,,,,,0,2026-09-12
bus-karangwaru-w-2eff8d12,bus,Karangwaru (B),karangwaru,W,Karangwaru (B) | Karangwaru (Barat),review_fuzzy,,,,,0,2026-09-12
bus-kasihan-d9bd2111,bus,TPB Kasihan,kasihan,,TPB Kasihan,unmatched,,,,,0,2026-09-12
bus-katamso-1-purawisata-5990e6fb,bus,TPB Katamso 1 (Purawisata),katamso 1 purawisata,,TPB Katamso 1 (Purawisata),unmatched,,,,,0,2026-09-12
bus-katamso-2-41ce8750,bus,Halte Katamso 2,katamso 2,,Halte Katamso 2,matched_exact,6a90f1c652d86e03b51c7896,110.36915890069764,-7.802704031328503,2026-08-28T02:26:14.006Z,1,2026-09-12
bus-kehutanan-gedongkuning-d6464bd8,bus,TPB Kehutanan Gedongkuning,kehutanan gedongkuning,,TPB Kehutanan Gedongkuning,unmatched,,,,,0,2026-09-12
bus-kenari-1-4439a100,bus,Halte Kenari 1,kenari 1,,Halte Kenari 1,unmatched,,,,,0,2026-09-12
bus-kenari-2-e7e409cf,bus,Halte TJ Kenari 2,kenari 2,,Halte TJ Kenari 2,unmatched,,,,,0,2026-09-12
bus-kha-dahlan-n-3fb74d20,bus,KHA Dahlan (Utara),kha dahlan,N,KHA Dahlan (Utara) | Halte KHA Dahlan (Utara),review_fuzzy,,,,,0,2026-09-12
bus-kha-dahlan-s-065936ef,bus,KHA Dahlan (S),kha dahlan,S,KHA Dahlan (S) | KHA Dahlan (Selatan) | Halte KHA Dahlan (Selatan),review_fuzzy,,,,,0,2026-09-12
bus-kkp-yogyakarta-w-5da3477b,bus,KKP Yogyakarta (B),kkp yogyakarta,W,KKP Yogyakarta (B),review_fuzzy,,,,,0,2026-09-12
bus-kledokan-6604b0d7,bus,Kledokan,kledokan,,Kledokan,unmatched,,,,,0,2026-09-12
bus-kol-sugiono-1-pujokusuman-ba46a3cf,bus,Halte Kol.Sugiono 1 (Pujokusuman),kol sugiono 1 pujokusuman,,Halte Kol.Sugiono 1 (Pujokusuman) | Halte Kol. Sugiono 1 (Pujokusuman),unmatched,,,,,0,2026-09-12
bus-kompi-senapan-c-s-e0038af6,bus,Kompi Senapan-C (Selatan),kompi senapan c,S,Kompi Senapan-C (Selatan),review_fuzzy,,,,,0,2026-09-12
bus-koramil-godean-2-02c30cae,bus,Koramil Godean 2,koramil godean 2,,Koramil Godean 2,unmatched,,,,,0,2026-09-12
bus-koramil-godean-ddb7c21d,bus,Koramil Godean,koramil godean,,Koramil Godean,unmatched,,,,,0,2026-09-12
bus-koramil-godean-n-20a03d03,bus,Koramil Godean (U),koramil godean,N,Koramil Godean (U),unmatched,,,,,0,2026-09-12
bus-koramil-godean-s-aac3dfdd,bus,Koramil Godean (S),koramil godean,S,Koramil Godean (S),unmatched,,,,,0,2026-09-12
bus-kosudgama-n-88e06d80,bus,Kosudgama (U),kosudgama,N,Kosudgama (U),review_fuzzy,,,,,0,2026-09-12
bus-kotabaru-98a0964c,bus,Halte TJ Kotabaru,kotabaru,,Halte TJ Kotabaru,unmatched,,,,,0,2026-09-12
bus-kppn-jalan-cendana-52add500,bus,KPPN (Jl. Cendana),kppn jalan cendana,,KPPN (Jl. Cendana),unmatched,,,,,0,2026-09-12
bus-kricak-7a2314de,bus,Kricak,kricak,,Kricak,matched_exact,6a828a6a9870dcf66e4567b3,110.36125270180361,-7.774394363918574,2026-08-17T04:13:30.754Z,1,2026-09-12
bus-kridosono-2bc75039,bus,Kridosono,kridosono,,Kridosono | Halte Kridosono,matched_exact,6a86c045460277aa84151af0,110.37537075941361,-7.787363850950726,2026-08-20T08:52:21.482Z,2,2026-09-12
bus-krisdosono-9dea3135,bus,Halte Krisdosono,krisdosono,,Halte Krisdosono,unmatched,,,,,0,2026-09-12
bus-ks-tubun-aa0fe678,bus,KS Tubun,ks tubun,,KS Tubun,unmatched,,,,,0,2026-09-12
bus-kua-depok-e-f2c00954,bus,KUA Depok (T),kua depok,E,KUA Depok (T),unmatched,,,,,0,2026-09-12
bus-kua-depok-w-f1a5344e,bus,KUA Depok (B),kua depok,W,KUA Depok (B),unmatched,,,,,0,2026-09-12
bus-kusumanegara-gembira-loka-d17c1b91,bus,Halte Kusumanegara (Gembira Loka),kusumanegara gembira loka,,Halte Kusumanegara (Gembira Loka),unmatched,,,,,0,2026-09-12
bus-lap-karang-kotagede-85bec77d,bus,TPB Lap. Karang Kotagede,lap karang kotagede,,TPB Lap. Karang Kotagede,unmatched,,,,,0,2026-09-12
bus-lap-kasihan-b684de58,bus,TPB Lap. Kasihan,lap kasihan,,TPB Lap. Kasihan,unmatched,,,,,0,2026-09-12
bus-lap-klidon-n-1a4bde03,bus,Lap. Klidon (U),lap klidon,N,Lap. Klidon (U),unmatched,,,,,0,2026-09-12
bus-lap-klidon-s-f6751617,bus,Lap. Klidon (S),lap klidon,S,Lap. Klidon (S),unmatched,,,,,0,2026-09-12
bus-lapangan-karang-5bfabf8e,bus,TPB Lapangan Karang,lapangan karang,,TPB Lapangan Karang,unmatched,,,,,0,2026-09-12
bus-lapangan-klidon-2-f0819a6d,bus,Lapangan Klidon 2,lapangan klidon 2,,Lapangan Klidon 2,unmatched,,,,,0,2026-09-12
bus-lapangan-klidon-8f908bd2,bus,Lapangan Klidon,lapangan klidon,,Lapangan Klidon,unmatched,,,,,0,2026-09-12
bus-lempuyangan-1f307a91,bus,Stasiun Lempuyangan,lempuyangan,,Stasiun Lempuyangan,matched_exact,6a82aa139870dcf66e458f1f,110.37746284627354,-7.790234774910843,2026-08-17T06:28:35.004Z,1,2026-09-12
bus-lempuyangan-gudang-n-dc79fb4e,bus,Lempuyangan Gudang (Utara),lempuyangan gudang,N,Lempuyangan Gudang (Utara),review_fuzzy,,,,,0,2026-09-12
bus-letjen-suprapto-73f7595c,bus,Letjen Suprapto,letjen suprapto,,Letjen Suprapto,unmatched,,,,,0,2026-09-12
bus-lowanu-792a5ebc,bus,TPB Lowanu,lowanu,,TPB Lowanu,review_fuzzy,,,,,0,2026-09-12
bus-lpp-80c48bc4,bus,Halte LPP,lpp,,Halte LPP,unmatched,,,,,0,2026-09-12
bus-maguwo-sambilegi-n-96f67e3b,bus,Maguwo Sambilegi (U),maguwo sambilegi,N,Maguwo Sambilegi (U),review_fuzzy,,,,,0,2026-09-12
bus-makam-gajah-n-5baf9986,bus,Makam Gajah (Utara),makam gajah,N,Makam Gajah (Utara),unmatched,,,,,0,2026-09-12
bus-makam-gajah-s-7e2af406,bus,Makam Gajah (Selatan),makam gajah,S,Makam Gajah (Selatan) | TPB Makam Gajah (Selatan),unmatched,,,,,0,2026-09-12
bus-makam-prajurit-e-331fb8be,bus,Makam Prajurit (Timur),makam prajurit,E,Makam Prajurit (Timur),unmatched,,,,,0,2026-09-12
bus-makam-sorogenen-1814bab5,bus,TPB Makam Sorogenen,makam sorogenen,,TPB Makam Sorogenen,unmatched,,,,,0,2026-09-12
bus-mako-lanal-yogyakarta-8cfe6215,bus,Mako Lanal Yogyakarta,mako lanal yogyakarta,,Mako Lanal Yogyakarta,unmatched,,,,,0,2026-09-12
bus-malioboro-1-b886c248,bus,Malioboro 1,malioboro 1,,Malioboro 1 | Halte Malioboro 1,matched_exact,6a854da0bbd0aa678bab5d44,110.36611832728073,-7.790937054153417,2026-08-19T06:30:56.531Z,1,2026-09-12
bus-malioboro-2-d94095d5,bus,Malioboro 2,malioboro 2,,Malioboro 2,matched_exact,6a85506ebbd0aa678bab6390,110.36559857460782,-7.795185718747462,2026-08-19T06:42:54.514Z,1,2026-09-12
bus-malioboro-2-kepatihan-edeea5b5,bus,Halte Malioboro 2 (Kepatihan),malioboro 2 kepatihan,,Halte Malioboro 2 (Kepatihan),review_fuzzy,,,,,0,2026-09-12
bus-malioboro-3-d1dc4d12,bus,Malioboro 3,malioboro 3,,Malioboro 3 | Halte Malioboro 3,matched_exact,6a8555e83dbe4dacc7849c7a,110.36499709175035,-7.79990342392729,2026-08-19T07:06:16.811Z,1,2026-09-12
bus-mall-sahid-j-walk-9eace41d,bus,Halte Mall Sahid J-Walk,mall sahid j walk,,Halte Mall Sahid J-Walk,unmatched,,,,,0,2026-09-12
bus-man-1-yogyakarta-f2a678cf,bus,MAN 1 Yogyakarta,man 1 yogyakarta,,MAN 1 Yogyakarta,review_fuzzy,,,,,0,2026-09-12
bus-man-2-sleman-190352c8,bus,MAN 2 Sleman,man 2 sleman,,MAN 2 Sleman,unmatched,,,,,0,2026-09-12
bus-man-2-sleman-e-5a810501,bus,MAN 2 Sleman (T),man 2 sleman,E,MAN 2 Sleman (T),unmatched,,,,,0,2026-09-12
bus-man-2-sleman-halte-2-16734ec3,bus,MAN 2 Sleman (Halte 2),man 2 sleman halte 2,,MAN 2 Sleman (Halte 2),unmatched,,,,,0,2026-09-12
bus-man-2-sleman-w-1f50db53,bus,MAN 2 Sleman (B),man 2 sleman,W,MAN 2 Sleman (B),unmatched,,,,,0,2026-09-12
bus-mangkubumi-1-c45ff36a,bus,Mangkubumi 1,mangkubumi 1,,Mangkubumi 1 | Halte Mangkubumi 1,matched_exact,6a8c457252d86e03b51a39d3,110.36683935985099,-7.784749271429504,2026-08-24T13:21:54.789Z,3,2026-09-12
bus-mangkubumi-2-f24a8c2b,bus,Mangkubumi 2,mangkubumi 2,,Mangkubumi 2 | Halte Mangkubumi 2,matched_exact,6a8bac5fa4262ae1033d0d42,110.3665164836438,-7.787650230803976,2026-08-24T02:28:47.532Z,2,2026-09-12
bus-manna-kampus-d2f38df1,bus,TPB Manna Kampus,manna kampus,,TPB Manna Kampus,unmatched,,,,,0,2026-09-12
bus-manna-kampus-transmart-maguwo-85fe6e11,bus,TPB Manna Kampus- Transmart Maguwo,manna kampus transmart maguwo,,TPB Manna Kampus- Transmart Maguwo,unmatched,,,,,0,2026-09-12
bus-mcd-godean-f30996f8,bus,McD Godean,mcd godean,,McD Godean | Portabel McD Godean,matched_exact,6a881ded3be6880665734c85,110.34220829773773,-7.779408674911246,2026-08-21T09:44:13.873Z,1,2026-09-12
bus-mcd-jakal-e-a028dcde,bus,McD Jakal (T),mcd jakal,E,McD Jakal (T),review_fuzzy,,,,,0,2026-09-12
bus-mcd-jakal-f29584d4,bus,TPB Mcd Jakal,mcd jakal,,TPB Mcd Jakal | TPB McD Jakal,matched_exact,6a89118b52d86e03b5181907,110.37992598967958,-7.762818007809386,2026-08-22T03:03:39.098Z,1,2026-09-12
bus-mirota-godean-n-b3b375ef,bus,Mirota Godean (U),mirota godean,N,Mirota Godean (U),review_fuzzy,,,,,0,2026-09-12
bus-mirota-godean-s-d95775a6,bus,Mirota Godean (S),mirota godean,S,Mirota Godean (S),review_fuzzy,,,,,0,2026-09-12
bus-mm-ugm-6d86cbe8,bus,MM UGM,mm ugm,,MM UGM,unmatched,,,,,0,2026-09-12
bus-mm-ugm-n-b464f66e,bus,MM UGM (U),mm ugm,N,MM UGM (U),unmatched,,,,,0,2026-09-12
bus-mmtc-yogya-27d0c99b,bus,MMTC Yogya,mmtc yogya,,MMTC Yogya,review_fuzzy,,,,,0,2026-09-12
bus-mmtc-yogyakarta-c259b05f,bus,MMTC Yogyakarta,mmtc yogyakarta,,MMTC Yogyakarta,matched_exact,6a8276c070c999b67933d100,110.36207457674249,-7.753191901082519,2026-08-17T02:49:36.022Z,1,2026-09-12
bus-monjali-n-7719f0b6,bus,Monjali (Utara),monjali,N,Monjali (Utara),review_fuzzy,,,,,0,2026-09-12
bus-monjali-s-cbddf0a1,bus,Monjali (Selatan),monjali,S,Monjali (Selatan),review_fuzzy,,,,,0,2026-09-12
bus-mt-haryono-1-jokteng-kulon-be1d0306,bus,TPB MT Haryono 1 (Jokteng Kulon),mt haryono 1 jokteng kulon,,TPB MT Haryono 1 (Jokteng Kulon),unmatched,,,,,0,2026-09-12
bus-mt-haryono-2-sma-n-7-f2748d4c,bus,Halte MT Haryono 2 (SMA N 7),mt haryono 2 sma n 7,,Halte MT Haryono 2 (SMA N 7),unmatched,,,,,0,2026-09-12
bus-mt-haryono-2-sman-7-3e1dac42,bus,Halte MT Haryono 2 (SMAN 7),mt haryono 2 sman 7,,Halte MT Haryono 2 (SMAN 7),unmatched,,,,,0,2026-09-12
bus-muallimin-n-49002d1a,bus,Muallimin (Utara),muallimin,N,Muallimin (Utara),unmatched,,,,,0,2026-09-12
bus-muallimin-s-2f1d1246,bus,Muallimin (Selatan),muallimin,S,Muallimin (Selatan),unmatched,,,,,0,2026-09-12
bus-muhammadiyah-3-cb194b98,bus,Halte Muhammadiyah 3,muhammadiyah 3,,Halte Muhammadiyah 3,unmatched,,,,,0,2026-09-12
bus-museum-bahari-1-6c9571e7,bus,TPB Museum Bahari 1,museum bahari 1,,TPB Museum Bahari 1,unmatched,,,,,0,2026-09-12
bus-museum-bahari-2-26c36bd9,bus,TPB Museum Bahari 2,museum bahari 2,,TPB Museum Bahari 2,unmatched,,,,,0,2026-09-12
bus-museum-biologi-1a19a994,bus,Museum Biologi,museum biologi,,Museum Biologi,unmatched,,,,,0,2026-09-12
bus-neutron-godean-n-9dbb4be6,bus,Neutron Godean (U),neutron godean,N,Neutron Godean (U),unmatched,,,,,0,2026-09-12
bus-neutron-godean-s-9bdb8999,bus,Neutron Godean (S),neutron godean,S,Neutron Godean (S),unmatched,,,,,0,2026-09-12
bus-neutron-yogyakarta-godean-845b1965,bus,Neutron Yogyakarta Godean,neutron yogyakarta godean,,Neutron Yogyakarta Godean,unmatched,,,,,0,2026-09-12
bus-neutron-yogyakarta-godean-halte-2-b83475d4,bus,Neutron Yogyakarta Godean (Halte 2),neutron yogyakarta godean halte 2,,Neutron Yogyakarta Godean (Halte 2),unmatched,,,,,0,2026-09-12
bus-ngabean-4b97c318,bus,Ngabean,ngabean,,Ngabean | Halte Ngabean,matched_exact,6a856e91bbd0aa678bab879c,110.35626401421268,-7.803758428469791,2026-08-19T08:51:29.784Z,1,2026-09-12
bus-ngeksigondo-basen-66d681be,bus,Halte Ngeksigondo Basen,ngeksigondo basen,,Halte Ngeksigondo Basen,unmatched,,,,,0,2026-09-12
bus-ngeksigondo-diklat-pu-ba0f9bc7,bus,Halte Ngeksigondo Diklat Pu,ngeksigondo diklat pu,,Halte Ngeksigondo Diklat Pu,unmatched,,,,,0,2026-09-12
bus-nitikan-3cd761a8,bus,Halte Nitikan,nitikan,,Halte Nitikan,unmatched,,,,,0,2026-09-12
bus-nogotirto-metro-n-4198d454,bus,Nogotirto Metro (U),nogotirto metro,N,Nogotirto Metro (U),unmatched,,,,,0,2026-09-12
bus-nogotirto-metro-s-e4ea92a9,bus,Nogotirto Metro (S),nogotirto metro,S,Nogotirto Metro (S),unmatched,,,,,0,2026-09-12
bus-nyutran-tamansiswa-080d9b74,bus,Nyutran Tamansiswa,nyutran tamansiswa,,Nyutran Tamansiswa,unmatched,,,,,0,2026-09-12
bus-olive-glagahsari-w-48c71355,bus,Olive Glagahsari (Barat),olive glagahsari,W,Olive Glagahsari (Barat),unmatched,,,,,0,2026-09-12
bus-pa-muhammadiyah-a2f5c15d,bus,TPB PA Muhammadiyah,pa muhammadiyah,,TPB PA Muhammadiyah,unmatched,,,,,0,2026-09-12
bus-pakualaman-afc81afa,bus,Pakualaman,pakualaman,,Pakualaman,unmatched,,,,,0,2026-09-12
bus-pakuwon-mall-n-50267f5f,bus,Pakuwon Mall (Utara),pakuwon mall,N,Pakuwon Mall (Utara),review_fuzzy,,,,,0,2026-09-12
bus-pakuwon-mall-s-2202544e,bus,Pakuwon Mall (Selatan),pakuwon mall,S,Pakuwon Mall (Selatan),review_fuzzy,,,,,0,2026-09-12
bus-palem-gurih-2929ac62,bus,Palem Gurih,palem gurih,,Palem Gurih,unmatched,,,,,0,2026-09-12
bus-pandeyan-w-cd4dd021,bus,Pandeyan (Barat),pandeyan,W,Pandeyan (Barat),unmatched,,,,,0,2026-09-12
bus-panti-rapih-9daeebbb,bus,TPB Panti Rapih,panti rapih,,TPB Panti Rapih,review_fuzzy,,,,,0,2026-09-12
bus-park-and-ride-dongkelan-pasty-7561163e,bus,Park and Ride Dongkelan (Pasty),park and ride dongkelan pasty,,Park and Ride Dongkelan (Pasty),unmatched,,,,,0,2026-09-12
bus-park-and-ride-gamping-2562ef81,bus,Park and Ride Gamping,park and ride gamping,,Park and Ride Gamping,matched_exact,6a8aaaab0d6732db988c32ce,110.31510380107005,-7.802371471196194,2026-08-23T08:09:15.593Z,1,2026-09-12
bus-pasar-angkasa-e-020347ed,bus,Pasar Angkasa (Timur),pasar angkasa,E,Pasar Angkasa (Timur),unmatched,,,,,0,2026-09-12
bus-pasar-bantul-de60e961,bus,Pasar Bantul,pasar bantul,,Pasar Bantul,review_fuzzy,,,,,0,2026-09-12
bus-pasar-bantul-halte-2-a4a1fd5f,bus,Pasar Bantul (Halte 2),pasar bantul halte 2,,Pasar Bantul (Halte 2),review_fuzzy,,,,,0,2026-09-12
bus-pasar-demangan-3cd97b08,bus,Pasar Demangan,pasar demangan,,Pasar Demangan,matched_exact,6a8e9c3b52d86e03b51b5e70,110.38846776345031,-7.779400709828366,2026-08-26T07:56:43.934Z,1,2026-09-12
bus-pasar-gamping-n-afa34dac,bus,Pasar Gamping (Utara),pasar gamping,N,Pasar Gamping (Utara),unmatched,,,,,0,2026-09-12
bus-pasar-gamping-s-09bd18f9,bus,Pasar Gamping (Selatan),pasar gamping,S,Pasar Gamping (Selatan),unmatched,,,,,0,2026-09-12
bus-pasar-giwangan-1-20ae3e33,bus,TPB Pasar Giwangan 1,pasar giwangan 1,,TPB Pasar Giwangan 1,review_fuzzy,,,,,0,2026-09-12
bus-pasar-giwangan-2-f0dc3c5b,bus,TPB Pasar Giwangan 2,pasar giwangan 2,,TPB Pasar Giwangan 2,review_fuzzy,,,,,0,2026-09-12
bus-pasar-jangkang-n-01dfbd0c,bus,Pasar Jangkang (U),pasar jangkang,N,Pasar Jangkang (U),review_fuzzy,,,,,0,2026-09-12
bus-pasar-jangkang-s-1332b898,bus,Pasar Jangkang (S),pasar jangkang,S,Pasar Jangkang (S),review_fuzzy,,,,,0,2026-09-12
bus-pasar-kalasan-a79eab4a,bus,Portable Pasar Kalasan,pasar kalasan,,Portable Pasar Kalasan,unmatched,,,,,0,2026-09-12
bus-pasar-kolombo-69cbcaf2,bus,Pasar Kolombo,pasar kolombo,,Pasar Kolombo,unmatched,,,,,0,2026-09-12
bus-pasar-kolombo-e-853be528,bus,Pasar Kolombo (T),pasar kolombo,E,Pasar Kolombo (T) | Pasar Kolombo (Timur),unmatched,,,,,0,2026-09-12
bus-pasar-kolombo-w-8477d636,bus,Pasar Kolombo (B),pasar kolombo,W,Pasar Kolombo (B),unmatched,,,,,0,2026-09-12
bus-pasar-krangan-8db5e3eb,bus,Halte Pasar Krangan,pasar krangan,,Halte Pasar Krangan,review_fuzzy,,,,,0,2026-09-12
bus-pasar-kranggan-b6b88028,bus,Halte Pasar Kranggan,pasar kranggan,,Halte Pasar Kranggan,review_fuzzy,,,,,0,2026-09-12
bus-pasar-kranggan-e-a032bc95,bus,Pasar Kranggan (Timur),pasar kranggan,E,Pasar Kranggan (Timur),review_fuzzy,,,,,0,2026-09-12
bus-pasar-kranggan-selatan-bb2be0b9,bus,Pasar Kranggan Selatan,pasar kranggan selatan,,Pasar Kranggan Selatan,matched_exact,6a882a323be6880665735cad,110.36565971152436,-7.7829259605858025,2026-08-21T10:36:34.830Z,1,2026-09-12
bus-pasar-legi-352c9c2c,bus,TPB Pasar Legi,pasar legi,,TPB Pasar Legi,review_fuzzy,,,,,0,2026-09-12
bus-pasar-legi-yogyakarta-9455c379,bus,Pasar Legi Yogyakarta,pasar legi yogyakarta,,Pasar Legi Yogyakarta,review_fuzzy,,,,,0,2026-09-12
bus-pasar-lempuyangan-a52fea47,bus,TPB Pasar Lempuyangan,pasar lempuyangan,,TPB Pasar Lempuyangan,matched_exact,6a82ace038bb192425f4c051,110.37347150000141,-7.79239319998895,2026-08-17T06:40:32.816Z,1,2026-09-12
bus-pasar-niten-b37a4715,bus,Pasar Niten,pasar niten,,Pasar Niten,review_fuzzy,,,,,0,2026-09-12
bus-pasar-niten-halte-2-cc89169e,bus,Pasar Niten (Halte 2),pasar niten halte 2,,Pasar Niten (Halte 2),review_fuzzy,,,,,0,2026-09-12
bus-pasar-pathuk-2eb8737e,bus,Pasar Pathuk,pasar pathuk,,Pasar Pathuk | Portabel Pasar Pathuk,matched_exact,6a8a8a110d6732db988bfe24,110.36181950219066,-7.7960169118630205,2026-08-23T05:50:09.201Z,2,2026-09-12
bus-pasar-pathuk-yogyakarta-92bcefb1,bus,Portabel Pasar Pathuk Yogyakarta,pasar pathuk yogyakarta,,Portabel Pasar Pathuk Yogyakarta,review_fuzzy,,,,,0,2026-09-12
bus-pasar-pingit-n-b419e949,bus,Pasar Pingit (U),pasar pingit,N,Pasar Pingit (U) | Pasar Pingit (Utara),review_fuzzy,,,,,0,2026-09-12
bus-pasar-pingit-s-ef51f110,bus,Pasar Pingit (Selatan),pasar pingit,S,Pasar Pingit (Selatan),review_fuzzy,,,,,0,2026-09-12
bus-pasar-sentul-s-84478365,bus,Pasar Sentul (Selatan),pasar sentul,S,Pasar Sentul (Selatan),unmatched,,,,,0,2026-09-12
bus-pasar-sepeda-tunjungsari-c4695341,bus,TPB Pasar Sepeda Tunjungsari,pasar sepeda tunjungsari,,TPB Pasar Sepeda Tunjungsari,unmatched,,,,,0,2026-09-12
bus-pasar-serangan-0fab18f3,bus,TPB Pasar Serangan,pasar serangan,,TPB Pasar Serangan,review_fuzzy,,,,,0,2026-09-12
bus-pasar-serangan-s-be7dc238,bus,Pasar Serangan (S),pasar serangan,S,Pasar Serangan (S),review_fuzzy,,,,,0,2026-09-12
bus-pasar-stan-3701dec0,bus,Pasar Stan,pasar stan,,Pasar Stan,unmatched,,,,,0,2026-09-12
bus-pasar-telo-1-a1824672,bus,TPB Pasar Telo 1,pasar telo 1,,TPB Pasar Telo 1,unmatched,,,,,0,2026-09-12
bus-pasar-telo-2-124ef082,bus,TPB Pasar Telo 2,pasar telo 2,,TPB Pasar Telo 2,unmatched,,,,,0,2026-09-12
bus-pasar-tlogorejo-2-43254f03,bus,Pasar Tlogorejo 2,pasar tlogorejo 2,,Pasar Tlogorejo 2,unmatched,,,,,0,2026-09-12
bus-pasar-tlogorejo-a9a5b6ae,bus,Pasar Tlogorejo,pasar tlogorejo,,Pasar Tlogorejo,unmatched,,,,,0,2026-09-12
bus-pasar-tlogorejo-n-f99b5a4c,bus,Pasar Tlogorejo (U),pasar tlogorejo,N,Pasar Tlogorejo (U),unmatched,,,,,0,2026-09-12
bus-pasar-tlogorejo-s-60c6acc1,bus,Pasar Tlogorejo (S),pasar tlogorejo,S,Pasar Tlogorejo (S),unmatched,,,,,0,2026-09-12
bus-pasty-a2ad35ef,bus,TPB Pasty,pasty,,TPB Pasty,review_fuzzy,,,,,0,2026-09-12
bus-pdam-monjali-d9f381ae,bus,PDAM Monjali,pdam monjali,,PDAM Monjali,review_fuzzy,,,,,0,2026-09-12
bus-pdam-monjali-w-de8c4f3e,bus,PDAM Monjali (Barat),pdam monjali,W,PDAM Monjali (Barat),review_fuzzy,,,,,0,2026-09-12
bus-pdin-c-simanjuntak-ab3e4ee7,bus,Halte PDIN C Simanjuntak,pdin c simanjuntak,,Halte PDIN C Simanjuntak,unmatched,,,,,0,2026-09-12
